,id,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
27,1.0005270909407257e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,d71e73c0,9a45a8e8,1,0,20634,320,50,2374,3,39,-1,23
28,1.0005321853961183e+19,14103100,1005,1,278f8f77,2344ad77,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,09b0a819,0eb711ec,1,0,17894,320,50,2039,2,39,100074,32
29,1.0005377878485193e+19,14103100,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,84ebbcd4,1,0,17653,300,250,1994,2,39,-1,33
30,1.0005393772068778e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,eca2ab69,8a4875bd,1,0,15708,320,50,1722,0,35,-1,79
31,1.0005590340325298e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,df8d72b4,36b67a2a,1,0,23866,320,50,2736,0,33,-1,246
32,1.0005699539312355e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,a99f214a,e52b08e9,62062c1e,1,0,20153,320,50,2307,3,163,100020,61
33,1.0005773005257354e+18,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,a5cd53ed,54ce8fda,ff065cf0,1,2,16688,320,50,1873,3,39,-1,23
34,1.0005820254128957e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,72cbe240,d66cc3a2,09ac067f,1,0,16858,320,50,1887,3,39,-1,23
35,1.000603800684707e+19,14103100,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,f43d9025,1ccc7835,1,0,8330,320,50,761,3,175,100077,23
36,1.0006122573184582e+19,14103100,1002,0,9e8e8d09,7f629af8,50e219e0,ecad2386,7801e8d9,07d7df22,973e1997,1202f1dd,48fdda0b,0,0,15908,320,50,1752,3,297,100081,82
37,1.0006196574590505e+19,14103100,1002,0,f5838e78,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,c3113588,457a3215,01e29bbb,0,0,23827,300,50,2729,3,289,-1,42
38,1.000620387078407e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3f18719f,1f0bc64f,1,0,22676,320,50,2616,0,35,-1,51
39,1.0006746970844656e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,aaffed8f,1,0,22676,320,50,2616,0,35,-1,51
40,1.0006920489539697e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,a8df81c1,d787e91b,1,0,23866,320,50,2736,0,33,100171,246
41,1.0007327278593294e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,fc1931ea,99e427c9,1,0,21611,320,50,2480,3,299,100111,61
42,1.0007361632582633e+19,14103100,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,52260ad2,6118f3f9,dca31af0,0,0,22700,320,50,2624,0,35,-1,221
43,1.0007501403173091e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e3683266,275fc61c,1,0,22676,320,50,2616,0,35,-1,51
44,1.0007529089851412e+19,14103100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,5f4480c8,7e4efdcd,1,0,19015,300,250,2162,2,39,-1,33
45,1.0007689954273878e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,592568ac,aad45b01,1,0,19743,320,50,2264,3,425,100000,61
46,1.0008067452662e+19,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,5096d134,1,0,17755,320,50,1991,2,39,-1,33
47,1.0008273784033229e+18,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,65b4d40d,0bcabeaf,1,3,21191,320,50,2424,1,161,100192,71
48,1.0008311716683741e+18,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,3d28892b,40f66e37,80b1a1d2,1,0,4687,320,50,423,2,39,100148,32
49,1.0008429608624601e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,878ab740,be87996b,1,2,23866,320,50,2736,0,33,100172,246
50,1.0008898145020797e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,11c958e6,fbd8cb53,dc70b0f9,1,0,23725,320,50,2716,3,47,-1,23
51,1.0009279062006032e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,dd3417e4,1f0bc64f,1,0,22257,320,50,2545,0,431,-1,221
52,1.0009338729637169e+18,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,df64d5be,553f099b,1,0,22676,320,50,2616,0,35,100083,51
53,1.0009426476019909e+19,14103100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,a5a800b6,779d90c2,1,0,17653,300,250,1994,2,39,-1,33
54,1.000946548829209e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,6fc85e22,7801e8d9,0f2161f8,f551f9a0,69d5f0dc,cb3368d2,1,0,23723,320,50,2716,3,47,-1,23
55,1.0009847619620352e+19,14103100,1005,0,36b1bd1c,e3b2f3be,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,747269b7,7ac6007f,1,2,17239,320,50,1973,3,39,100119,23
56,1.0010096770838772e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,b12870e1,1f0bc64f,1,2,23738,320,50,2676,0,299,100176,221
57,1.0010188121520013e+19,14103100,1005,0,7294ea0f,863fa89d,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,49ce30e5,cad4c01d,1,0,23626,320,50,2707,3,937,100156,61
58,1.001032053128656e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,7dc3b26e,1,0,22676,320,50,2616,0,35,-1,51
59,1.0010564257235438e+18,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,1cbce882,635623a9,1,0,23723,320,50,2716,3,47,-1,23
60,1.0010628157317988e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,eea031db,6332421a,1,0,22676,320,50,2616,0,35,-1,51
61,1.0010846143749771e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,e37b2b10,f39b265e,1,0,23723,320,50,2716,3,47,100185,23
62,1.0011068127763038e+19,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c0fcb2dc,3f3d3fa8,1,0,17037,320,50,1934,2,39,-1,16
63,1.001121912678061e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,af08e95d,227633f3,24f6b932,1,0,20008,320,50,2283,0,163,100076,95
64,1.001132507074129e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,7818404b,c01fd4e5,1,2,23866,320,50,2736,0,33,100170,246
65,1.0011718949847206e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,7fd82f88,7801e8d9,0f2161f8,0d5d53fc,b68c746e,c4cff2ea,1,0,23725,320,50,2716,3,47,-1,23
66,1.001194374664572e+19,14103100,1002,0,f5838e78,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,5c9c044a,35110e14,0e88538f,0,0,23835,320,50,2729,3,289,100176,42
67,1.0012047715399408e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7a8a7d3f,1f0bc64f,1,0,22676,320,50,2616,0,35,-1,51
68,1.0012377732518267e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,2e0ffb7f,ecb851b2,1,3,23221,320,50,2676,0,299,100177,221
69,1.0012540826455507e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,0550be60,dff23b13,1,0,22676,320,50,2616,0,35,100084,51
70,1.0012642387265147e+19,14103100,1005,0,4ba33bb6,e2696795,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,dd59b6d4,d787e91b,1,0,23721,300,250,2716,3,47,100194,23
71,1.0012765578514534e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,388fb1f4,1f0bc64f,1,2,23735,320,50,2676,0,299,100176,221
72,1.001287023868634e+19,14103100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,f4287d50,4ea23a13,1,0,17653,300,250,1994,2,39,-1,33
73,1.0012894375563334e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,612b974c,1ccc7835,1,0,22261,320,50,2545,0,431,100084,221
74,1.0012911571818371e+19,14103100,1005,0,a7563c35,2471bfbc,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ecaf8992,a0f5f879,1,0,22257,320,50,2545,0,431,100084,221
75,1.0013037953897497e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6b9769f2,d4527c28,1,0,22676,320,50,2616,0,35,-1,51
76,1.001327695588417e+19,14103100,1012,1,c52338a7,c4e18dd6,dedf689d,ecad2386,7801e8d9,07d7df22,a99f214a,4a24a18c,a8735f2a,1,0,23725,320,50,2716,3,47,-1,23
77,1.0013392383916982e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,9c19c95c,1c6a881d,1,2,22254,320,50,2545,0,431,100084,221
78,1.0013792015958686e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,af51da2e,d787e91b,1,0,22676,320,50,2616,0,35,-1,51
79,1.0013816281224405e+19,14103100,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2b3c27b3,d31a172e,1,0,19772,320,50,2227,0,935,100075,48
80,1.0013983612103539e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,9848933c,19a9f999,1f0bc64f,1,0,4687,320,50,423,2,39,100148,32
81,1.0014078594408845e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,0b643af8,d787e91b,1,3,19632,320,50,2250,3,167,100176,23
82,1.0014173161082202e+18,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,64d7d7d1,8a4875bd,1,0,23161,320,50,2667,0,47,-1,221
83,1.0014350412678836e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,8190c1fe,2ea4f8ba,1,0,21611,320,50,2480,3,299,100111,61
84,1.0014447974225377e+19,14103100,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,65b8bb5c,be6db1d7,1,0,22193,320,50,2556,3,167,-1,23
85,1.0014628070376616e+19,14103100,1005,1,57fe1b20,5b626596,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,6ac8bc91,fed5ad55,1,0,23725,320,50,2716,3,47,-1,23
86,1.0014808858628927e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6650ce87,76dc4769,1,0,22261,320,50,2545,0,431,100084,221
87,1.0014849023058145e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,4291198c,2d08e606,1,0,23160,320,50,2667,0,47,-1,221
88,1.0015104954951244e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3c3e828c,9c7b6730,1,0,15703,320,50,1722,0,35,100084,79
89,1.0015208209710068e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,e58c0a80,192f98c4,1,0,23160,320,50,2667,0,47,-1,221
90,1.0015238971050533e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8525e67e,6569eeb3,1,0,22676,320,50,2616,0,35,-1,51
91,1.0015609084628774e+18,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,ec9f27f2,649e7a14,1,0,23160,320,50,2667,0,47,-1,221
92,1.001614277516057e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,cc9b5137,a4b6f65b,1,0,20984,320,50,2371,0,559,-1,46
93,1.0016238131583476e+19,14103100,1002,0,9e8e8d09,16a36ef3,50e219e0,ecad2386,7801e8d9,07d7df22,34fb36c5,fe10b2f2,911a3c09,0,0,22701,320,50,2624,0,35,-1,221
94,1.001631978775006e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,64b21689,7ac6007f,1,2,24041,320,50,2756,3,299,100112,61
95,1.001650561693822e+19,14103100,1002,0,db45d754,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,44239568,0d7df5e0,cbc61465,0,0,17893,320,50,2039,2,39,100075,32
96,1.0016849400820996e+19,14103100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d7b195de,f1c7e892,1,0,20346,300,250,2331,2,39,100194,23
97,1.0017351809949712e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,1534868d,1f0bc64f,1,2,23738,320,50,2676,0,299,100176,221
98,1.001749048663678e+19,14103100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,e30ecf5d,1f0bc64f,1,0,18093,320,50,2060,3,39,-1,23
99,1.0017672643119399e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,605cf2b9,9b5ce758,1,0,21611,320,50,2480,3,299,100111,61
100,1.0017870298333837e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,be579c18,e7816ba8,1,0,23161,320,50,2667,0,47,-1,221
101,1.0017974179747557e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,da90aa44,d9b5648e,0f2161f8,a99f214a,9c43edb4,2ea4f8ba,1,0,21706,320,50,2498,3,41,100111,61
102,1.0017982417491517e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,c35ec1b3,2cd8b8ab,1,0,23725,320,50,2716,3,47,-1,23
103,1.0018242776306549e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,13799c59,ae637522,0f2161f8,a99f214a,58913c21,36b67a2a,1,0,23866,320,50,2736,0,33,100170,246
104,1.0018671147234677e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,cfd5b925,d25693ce,1,0,22676,320,50,2616,0,35,100084,51
105,1001870682502650.0,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,66f5e02e,6f7ca2ba,0f2161f8,e2bc6c93,60a4ab1b,a9e0c3ab,1,0,23690,300,50,2712,2,35,-1,23
106,1.0018848268628443e+19,14103100,1005,1,85f751fd,c4e18dd6,50e219e0,1dc72b4d,2347f47a,0f2161f8,6f065eef,8c6c32e8,a3811cff,1,2,23714,300,50,2714,3,47,-1,23
107,1.0018906593095504e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,de3591bc,aad45b01,1,0,20508,320,50,2351,3,163,-1,61
108,1.0019445057098666e+19,14103100,1005,0,dcc019de,250469f8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,77ee7b08,be6db1d7,1,0,8330,320,50,761,3,175,100075,23
109,1.0019997226103628e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,7818404b,c01fd4e5,1,2,23866,320,50,2736,0,33,100170,246
110,1.0020077413461699e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,b24f5498,ecb851b2,1,0,22254,320,50,2545,0,431,-1,221
111,1.0020287486300783e+19,14103100,1002,0,85f751fd,c4e18dd6,50e219e0,7aee0ec5,7801e8d9,07d7df22,fb3dd181,e7532aea,bb71ddba,0,0,22187,320,50,2555,2,167,100200,23
112,1.0020395308831767e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,f00f9c6b,fa952a77,1,0,19743,320,50,2264,3,425,100000,61
113,1.0020408553852432e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d1954f6d,6332421a,1,0,22257,320,50,2545,0,431,100084,221
114,1.0020447349471908e+18,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,aa50890c,d9b5648e,0f2161f8,a99f214a,44f59b01,aad45b01,1,0,20980,320,50,2371,0,559,100217,46
115,1.0020848067218575e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f2c21377,d787e91b,1,0,22261,320,50,2545,0,431,100084,221
116,1.0020958971255149e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f5e5de10,cdfde03b,1,0,22261,320,50,2545,0,431,-1,221
117,1.0021238223796371e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,fc936d33,a4b6f65b,1,0,19743,320,50,2264,3,425,100000,61
118,1.0021260890038993e+19,14103100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ddf90e5f,8a4875bd,1,0,21893,320,50,2526,0,167,-1,221
119,1.0021572074302992e+19,14103100,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5496c3e9,0710fff9,1,0,20214,320,50,2316,0,167,100079,16
120,1.0021574352301015e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,314f5742,dc739d1a,1,0,23161,320,50,2667,0,47,-1,221
121,1.0021684191226083e+18,14103100,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a4931a03,1f0bc64f,1,0,21687,320,50,2495,2,167,-1,23
122,1.0021715253853227e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,1ed7239f,7abbbd5c,1,0,4687,320,50,423,2,39,100148,32
123,1.0021746610384915e+18,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,90238610,1ccc7835,1,0,22676,320,50,2616,0,35,-1,51
124,1.0021778363164801e+19,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,07d906de,d4897fef,1,0,23723,320,50,2716,3,47,-1,23
125,1.0022042708776526e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,3e64aa6c,d9b5648e,0f2161f8,a99f214a,8d1b8c8e,99e427c9,1,0,20508,320,50,2351,3,163,-1,61
126,1.0022060377447991e+19,14103100,1005,1,85f751fd,c4e18dd6,50e219e0,617593f1,2347f47a,0f2161f8,a99f214a,bfbf92dc,7558c63e,1,0,23635,320,50,2708,2,39,-1,23
127,1.0022367855008997e+19,14103100,1012,0,7eb59634,c4e18dd6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,55b3ed53,d57111ae,1,2,20345,300,250,2331,2,39,100194,23
128,1.0022368953952178e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,df25a415,79154b36,0dedddc5,1,2,18987,320,50,2158,3,291,100192,61
129,1.002240526577156e+19,14103100,1005,0,4bf5bbe2,6b560cc1,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,5112c331,a0f5f879,1,0,20346,300,250,2331,2,39,-1,23
130,1.002274139903671e+19,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,680e6a92,2347f47a,0f2161f8,a99f214a,a817c4ce,ce576f14,1,0,23642,320,50,2709,3,39,-1,23
131,1.0022946460833612e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,df088bd6,158e4944,1,0,22257,320,50,2545,0,431,-1,221
132,1.0023002638500741e+19,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,34ebb141,4ea23a13,1,0,22676,320,50,2616,0,35,-1,51
